AREA,Area,MAINTRAVELWORK,Main means of travel to work,AGE,Age group,SEX,Sex,YEAR,Year,Value,Flags
208500,Bridge Pa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1323,
208600,Twyford,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1122,
208700,Poukawa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,432,
208800,Flaxmere West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,141,
208900,Omahu Strip,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3102,
209000,Lochain Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,132,
209100,Flaxmere Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,372,
209200,Flaxmere South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,222,
209300,Irongate,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,498,
209400,Frimley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,666,
209500,Camberley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1404,
209600,Clive,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,483,
209700,St Leonards,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,870,
209800,Mahora,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,372,
209900,Raureka,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,318,
210000,Cornwall Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,264,
210100,Tomoana,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,681,
210200,Longlands-Pukahu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1056,
210300,Raceway Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,456,
210400,Karamu,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2097,
210500,Hastings Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,5403,
210600,Tomoana Crossing,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,240,
210700,Akina Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,477,
210800,Queens Square,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,240,
210900,Mayfair,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,378,
211000,Parkhaven,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,252,
211100,Parkvale,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
211200,Mangateretere,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,564,
211300,Haumoana-Te Awanga,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,411,
211400,Lucknow,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,204,
211500,Karanema-St Hill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,714,
211600,Havelock North-Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1461,
211700,Brookvale,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,321,
211800,Iona,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,297,
211900,Hereworth,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,375,
212000,Te Mata Hills,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,285,
212100,Havelock Hills,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,189,
212200,Kahuranaki,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,360,
212300,Bay View,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,615,
212400,Poraiti Hills,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,273,
212500,Poraiti Flat,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,147,
212600,Westshore,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,204,
212700,Inlet Napier City,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,6,
212800,Onekawa West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4314,
212900,Ahuriri,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1680,
213000,Taradale West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,246,
213100,Greenmeadows West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,246,
213200,Taradale South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,840,
213300,Bluff Hill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,825,
213400,Hospital Hill,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,468,
213500,Tamatea West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,153,
213600,Tamatea North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,276,
213700,Taradale Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,648,
213800,Tamatea East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,207,
213900,Marewa West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,201,
214000,Greenmeadows Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,303,
214100,Onekawa Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,321,
214200,Pirimai West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,102,
214300,Napier Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,4386,
214400,Greenmeadows South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,366,
214500,Nelson Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,393,
214600,Bledisloe Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,300,
214700,Pirimai East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,153,
214800,Onekawa East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,264,
214900,Tareha Reserve,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,516,
215000,Marewa East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,375,
215100,Onekawa South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,183,
215200,McLean Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,357,
